data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
95.80952381,68.41666667,78.9047619,59.58181818,70.45238095,64.57857143,60.30952381,59.30181818,50.16666667,58.82142857,40.02380952,59.06181818,29.88095238,53.06428571,19.73809524,58.82181818,9.595238095,47.30714286,-0.547619048,58.58181818,-10.69047619,41.55,-20.83333333,6.187310371,2.891699605,-0.403911161,-3.699521927,-6.995132693,-10.29074346,-13.58635423,-16.88196499,-20.17757576,-23.47318652,-26.76879729,-30.06440806,-33.36001882,-36.65562959,-39.95124035,-43.24685112,-46.54246189,-49.83807265,-53.13368342,-56.42929418,-59.72490495,-63.02051572,-66.31612648,-69.61173725,-72.90734801,-76.20295878,-79.49856955,-82.79418031,-86.08979108,-89.38540184,-92.68101261,-95.97662338,-99.27223414
97.06666667,69.08333333,79.93333333,60.04242424,71.36666667,65.20714286,61.08666667,59.76242424,50.80666667,59.39285714,40.52666667,59.52242424,30.24666667,53.57857143,19.96666667,59.28242424,9.686666667,47.76428571,-0.593333333,59.04242424,-10.87333333,41.95,-21.15333333,6.140030115,2.801355167,-0.537319782,-3.87599473,-7.214669678,-10.55334463,-13.89201957,-17.23069452,-20.56936947,-23.90804442,-27.24671937,-30.58539432,-33.92406926,-37.26274421,-40.60141916,-43.94009411,-47.27876906,-50.61744401,-53.95611895,-57.2947939,-60.63346885,-63.9721438,-67.31081875,-70.64949369,-73.98816864,-77.32684359,-80.66551854,-84.00419349,-87.34286844,-90.68154338,-94.02021833,-97.35889328,-100.6975682
98.32380952,69.75,80.96190476,60.5030303,72.28095238,65.83571429,61.86380952,60.2230303,51.44666667,59.96428571,41.02952381,59.9830303,30.61238095,54.09285714,20.1952381,59.7430303,9.778095238,48.22142857,-0.639047619,59.5030303,-11.05619048,42.35,-21.47333333,6.092749859,2.711010728,-0.670728402,-4.052467532,-7.434206663,-10.81594579,-14.19768492,-17.57942405,-20.96116318,-24.34290232,-27.72464145,-31.10638058,-34.48811971,-37.86985884,-41.25159797,-44.6333371,-48.01507623,-51.39681536,-54.77855449,-58.16029362,-61.54203275,-64.92377188,-68.30551101,-71.68725014,-75.06898927,-78.4507284,-81.83246753,-85.21420666,-88.59594579,-91.97768492,-95.35942405,-98.74116318,-102.1229023
,70.41666667,,60.96363636,,66.46428571,,60.68363636,,60.53571429,,60.44363636,,54.60714286,,60.20363636,,48.67857143,,59.96363636,,42.75,,,48.57200787,47.65119402,46.73038017,45.80956631,44.88875246,43.96793861,43.04712475,42.1263109,41.20549705,40.2846832,39.36386934,38.44305549,37.52224164,36.60142778,35.68061393,34.75980008,33.83898623,32.91817237,31.99735852,31.07654467,30.15573081,,,29.23491696,28.31410311,27.39328926,26.4724754,25.55166155,24.6308477,23.71003384,22.78921999,21.86840614
,71.08333333,,61.42424242,,67.09285714,,61.14424242,,61.10714286,,60.90424242,,55.12142857,,60.66424242,,49.13571429,,60.42424242,,43.15,,,48.98050846,48.0510366,47.12156474,46.19209288,45.26262102,44.33314915,43.40367729,42.47420543,41.54473357,40.61526171,39.68578985,38.75631799,37.82684612,36.89737426,35.9679024,35.03843054,34.10895868,33.17948682,32.25001495,31.32054309,30.39107123,,,29.46159937,28.53212751,27.60265565,26.67318379,25.74371192,24.81424006,23.8847682,22.95529634,22.02582448
,,,61.88484848,,,,61.60484848,,,,61.36484848,,,,61.12484848,,,,60.88484848,,,,,,,60.81484848,60.75284848,60.69084848,60.62884848,60.56684848,60.50484848,60.44284848,60.38084848,60.31884848,60.25684848,60.19484848,60.13284848,60.07084848,60.00884848,59.94684848,59.88484848,59.82284848,,,,,,,59.76084848,59.69884848,59.63684848,59.57484848,59.51284848,59.45084848,59.38884848
,,,62.34545455,,,,62.06545455,,,,61.82545455,,,,61.58545455,,,,61.34545455,,,,,,,61.27545455,61.21345455,61.15145455,61.08945455,61.02745455,60.96545455,60.90345455,60.84145455,60.77945455,60.71745455,60.65545455,60.59345455,60.53145455,60.46945455,60.40745455,60.34545455,60.28345455,,,,,,,60.22145455,60.15945455,60.09745455,60.03545455,59.97345455,59.91145455,59.84945455
data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
99.58095238,71.75,81.99047619,62.80606061,73.1952381,67.72142857,62.64095238,62.52606061,52.08666667,61.67857143,41.53238095,62.28606061,30.97809524,55.63571429,20.42380952,62.04606061,9.86952381,49.59285714,-0.684761905,61.80606061,-11.23904762,43.55,-21.79333333,6.637225673,3.204893657,-0.227438359,-3.659770375,-7.09210239,-10.52443441,-13.95676642,-17.38909844,-20.82143045,-24.25376247,-27.68609449,-31.1184265,-34.55075852,-37.98309053,-41.41542255,-44.84775456,-48.28008658,-51.7124186,-55.14475061,-58.57708263,-62.00941464,-65.44174666,-68.87407867,-72.30641069,-75.73874271,-79.17107472,-82.60340674,-86.03573875,-89.46807077,-92.90040279,-96.3327348,-99.76506682,-103.1973988
100.8380952,72.41666667,83.01904762,63.26666667,74.10952381,68.35,63.41809524,62.98666667,52.72666667,62.25,42.0352381,62.74666667,31.34380952,56.15,20.65238095,62.50666667,9.960952381,50.05,-0.73047619,62.26666667,-11.42190476,43.95,-22.11333333,6.589945417,3.114549219,-0.360846979,-3.836243177,-7.311639375,-10.78703557,-14.26243177,-17.73782797,-21.21322417,-24.68862037,-28.16401656,-31.63941276,-35.11480896,-38.59020516,-42.06560136,-45.54099755,-49.01639375,-52.49178995,-55.96718615,-59.44258235,-62.91797854,-66.39337474,-69.86877094,-73.34416714,-76.81956334,-80.29495953,-83.77035573,-87.24575193,-90.72114813,-94.19654433,-97.67194052,-101.1473367,-104.6227329
102.0952381,73.08333333,84.04761905,63.72727273,75.02380952,68.97857143,64.1952381,63.44727273,53.36666667,62.82142857,42.53809524,63.20727273,31.70952381,56.66428571,20.88095238,62.96727273,10.05238095,50.50714286,-0.776190476,62.72727273,-11.6047619,44.35,-22.43333333,6.542665161,3.024204781,-0.494255599,-4.01271598,-7.53117636,-11.04963674,-14.56809712,-18.0865575,-21.60501788,-25.12347826,-28.64193864,-32.16039902,-35.6788594,-39.19731978,-42.71578016,-46.23424054,-49.75270092,-53.2711613,-56.78962168,-60.30808206,-63.82654244,-67.34500282,-70.8634632,-74.38192358,-77.90038396,-81.41884434,-84.93730472,-88.4557651,-91.97422548,-95.49268586,-99.01114625,-102.5296066,-106.048067
103.352381,73.75,85.07619048,64.18787879,75.93809524,69.60714286,64.97238095,63.90787879,54.00666667,63.39285714,43.04095238,63.66787879,32.0752381,57.17857143,21.10952381,63.42787879,10.14380952,50.96428571,-0.821904762,63.18787879,-11.78761905,44.75,-22.75333333,6.495384905,2.933860343,-0.62766422,-4.189188782,-7.750713345,-11.31223791,-14.87376247,-18.43528703,-21.99681159,-25.55833616,-29.11986072,-32.68138528,-36.24290984,-39.80443441,-43.36595897,-46.92748353,-50.48900809,-54.05053266,-57.61205722,-61.17358178,-64.73510634,-68.29663091,-71.85815547,-75.41968003,-78.98120459,-82.54272915,-86.10425372,-89.66577828,-93.22730284,-96.7888274,-100.350352,-103.9118765,-107.4734011
104.6095238,74.41666667,86.1047619,64.64848485,76.85238095,70.23571429,65.74952381,64.36848485,54.64666667,63.96428571,43.54380952,64.12848485,32.44095238,57.69285714,21.33809524,63.88848485,10.2352381,51.42142857,-0.867619048,63.64848485,-11.97047619,45.15,-23.07333333,6.448104649,2.843515904,-0.76107284,-4.365661585,-7.970250329,-11.57483907,-15.17942782,-18.78401656,-22.38860531,-25.99319405,-29.5977828,-33.20237154,-36.80696029,-40.41154903,-44.01613778,-47.62072652,-51.22531526,-54.82990401,-58.43449275,-62.0390815,-65.64367024,-69.24825899,-72.85284773,-76.45743648,-80.06202522,-83.66661397,-87.27120271,-90.87579145,-94.4803802,-98.08496894,-101.6895577,-105.2941464,-108.8987352
105.8666667,75.08333333,87.13333333,65.10909091,77.76666667,70.86428571,66.52666667,64.82909091,55.28666667,64.53571429,44.04666667,64.58909091,32.80666667,58.20714286,21.56666667,64.34909091,10.32666667,51.87857143,-0.913333333,64.10909091,-12.15333333,45.55,-23.39333333,6.400824393,2.753171466,-0.894481461,-4.542134387,-8.189787314,-11.83744024,-15.48509317,-19.13274609,-22.78039902,-26.42805195,-30.07570487,-33.7233578,-37.37101073,-41.01866366,-44.66631658,-48.31396951,-51.96162244,-55.60927536,-59.25692829,-62.90458122,-66.55223414,-70.19988707,-73.84754,-77.49519292,-81.14284585,-84.79049878,-88.4381517,-92.08580463,-95.73345756,-99.38111048,-103.0287634,-106.6764163,-110.3240693
,75.75,,65.56969697,,71.49285714,,65.28969697,,65.10714286,,65.04969697,,58.72142857,,64.80969697,,52.33571429,,64.56969697,,45.95,,,52.25874538,51.26866745,50.27858953,49.28851161,48.29843369,47.30835577,46.31827784,45.32819992,44.338122,43.34804408,42.35796616,41.36788823,40.37781031,39.38773239,38.39765447,37.40757654,36.41749862,35.4274207,34.43734278,33.44726486,32.45718693,,,31.46710901,30.47703109,29.48695317,28.49687525,27.50679732,26.5167194,25.52664148,24.53656356,23.54648564
,76.41666667,,66.03030303,,72.12142857,,65.75030303,,65.67857143,,65.51030303,,59.23571429,,65.27030303,,52.79285714,,65.03030303,,46.35,,,52.66724597,51.66851004,50.6697741,49.67103817,48.67230224,47.67356631,46.67483038,45.67609445,44.67735852,43.67862259,42.67988666,41.68115073,40.6824148,39.68367887,38.68494294,37.68620701,36.68747107,35.68873514,34.68999921,33.69126328,32.69252735,,,31.69379142,30.69505549,29.69631956,28.69758363,27.6988477,26.70011177,25.70137584,24.70263991,23.70390397
,,,66.49090909,,,,66.21090909,,,,65.97090909,,,,65.73090909,,,,65.49090909,,,,,,,65.42090909,65.35890909,65.29690909,65.23490909,65.17290909,65.11090909,65.04890909,64.98690909,64.92490909,64.86290909,64.80090909,64.73890909,64.67690909,64.61490909,64.55290909,64.49090909,64.42890909,,,,,,,64.36690909,64.30490909,64.24290909,64.18090909,64.11890909,64.05690909,63.99490909
,,,66.95151515,,,,66.67151515,,,,66.43151515,,,,66.19151515,,,,65.95151515,,,,,,,65.88151515,65.81951515,65.75751515,65.69551515,65.63351515,65.57151515,65.50951515,65.44751515,65.38551515,65.32351515,65.26151515,65.19951515,65.13751515,65.07551515,65.01351515,64.95151515,64.88951515,,,,,,,64.82751515,64.76551515,64.70351515,64.64151515,64.57951515,64.51751515,64.45551515
data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
107.1238095,77.08333333,88.16190476,67.41212121,78.68095238,72.75,67.30380952,67.13212121,55.92666667,66.25,44.54952381,66.89212121,33.17238095,59.75,21.7952381,66.65212121,10.41809524,53.25,-0.959047619,66.41212121,-12.33619048,46.75,-23.71333333,6.945300207,3.247054395,-0.451191417,-4.149437229,-7.847683042,-11.54592885,-15.24417467,-18.94242048,-22.64066629,-26.3389121,-30.03715791,-33.73540373,-37.43364954,-41.13189535,-44.83014116,-48.52838698,-52.22663279,-55.9248786,-59.62312441,-63.32137022,-67.01961604,-70.71786185,-74.41610766,-78.11435347,-81.81259928,-85.5108451,-89.20909091,-92.90733672,-96.60558253,-100.3038283,-104.0020742,-107.70032,-111.3985658
108.3809524,77.75,89.19047619,67.87272727,79.5952381,73.37857143,68.08095238,67.59272727,56.56666667,66.82142857,45.05238095,67.35272727,33.53809524,60.26428571,22.02380952,67.11272727,10.50952381,53.70714286,-1.004761905,66.87272727,-12.51904762,47.15,-24.03333333,6.898019951,3.156709957,-0.584600038,-4.325910032,-8.067220026,-11.80853002,-15.54984002,-19.29115001,-23.03246,-26.77377,-30.51507999,-34.25638999,-37.99769998,-41.73900998,-45.48031997,-49.22162996,-52.96293996,-56.70424995,-60.44555995,-64.18686994,-67.92817994,-71.66948993,-75.41079992,-79.15210992,-82.89341991,-86.63472991,-90.3760399,-94.1173499,-97.85865989,-101.5999699,-105.3412799,-109.0825899,-112.8238999
109.6380952,78.41666667,90.21904762,68.33333333,80.50952381,74.00714286,68.85809524,68.05333333,57.20666667,67.39285714,45.5552381,67.81333333,33.90380952,60.77857143,22.25238095,67.57333333,10.60095238,54.16428571,-1.05047619,67.33333333,-12.70190476,47.55,-24.35333333,6.850739695,3.066365519,-0.718008658,-4.502382835,-8.286757011,-12.07113119,-15.85550536,-19.63987954,-23.42425372,-27.20862789,-30.99300207,-34.77737625,-38.56175042,-42.3461246,-46.13049878,-49.91487295,-53.69924713,-57.48362131,-61.26799548,-65.05236966,-68.83674384,-72.62111801,-76.40549219,-80.18986637,-83.97424054,-87.75861472,-91.5429889,-95.32736307,-99.11173725,-102.8961114,-106.6804856,-110.4648598,-114.249234
110.8952381,79.08333333,91.24761905,68.79393939,81.42380952,74.63571429,69.6352381,68.51393939,57.84666667,67.96428571,46.05809524,68.27393939,34.26952381,61.29285714,22.48095238,68.03393939,10.69238095,54.62142857,-1.096190476,67.79393939,-12.8847619,47.95,-24.67333333,6.803459439,2.97602108,-0.851417278,-4.678855637,-8.506293996,-12.33373235,-16.16117071,-19.98860907,-23.81604743,-27.64348579,-31.47092415,-35.29836251,-39.12580087,-42.95323922,-46.78067758,-50.60811594,-54.4355543,-58.26299266,-62.09043102,-65.91786938,-69.74530774,-73.57274609,-77.40018445,-81.22762281,-85.05506117,-88.88249953,-92.70993789,-96.53737625,-100.3648146,-104.192253,-108.0196913,-111.8471297,-115.674568
112.152381,79.75,92.27619048,69.25454545,82.33809524,75.26428571,70.41238095,68.97454545,58.48666667,68.53571429,46.56095238,68.73454545,34.6352381,61.80714286,22.70952381,68.49454545,10.78380952,55.07857143,-1.141904762,68.25454545,-13.06761905,48.35,-24.99333333,6.756179183,2.885676642,-0.984825899,-4.85532844,-8.725830981,-12.59633352,-16.46683606,-20.3373386,-24.20784114,-28.07834369,-31.94884623,-35.81934877,-39.68985131,-43.56035385,-47.43085639,-51.30135893,-55.17186147,-59.04236401,-62.91286655,-66.78336909,-70.65387164,-74.52437418,-78.39487672,-82.26537926,-86.1358818,-90.00638434,-93.87688688,-97.74738942,-101.617892,-105.4883945,-109.358897,-113.2293996,-117.0999021
113.4095238,80.41666667,93.3047619,69.71515152,83.25238095,75.89285714,71.18952381,69.43515152,59.12666667,69.10714286,47.06380952,69.19515152,35.00095238,62.32142857,22.93809524,68.95515152,10.8752381,55.53571429,-1.187619048,68.71515152,-13.25047619,48.75,-25.31333333,6.708898927,2.795332204,-1.118234519,-5.031801242,-8.945367965,-12.85893469,-16.77250141,-20.68606813,-24.59963486,-28.51320158,-32.4267683,-36.34033503,-40.25390175,-44.16746847,-48.0810352,-51.99460192,-55.90816864,-59.82173537,-63.73530209,-67.64886881,-71.56243554,-75.47600226,-79.38956898,-83.3031357,-87.21670243,-91.13026915,-95.04383587,-98.9574026,-102.8709693,-106.784536,-110.6981028,-114.6116695,-118.5252362
,81.08333333,,70.17575758,,76.52142857,,69.89575758,,69.67857143,,69.65575758,,62.83571429,,69.41575758,,55.99285714,,69.17575758,,49.15,,,55.94548288,54.88614089,53.8267989,52.76745691,51.70811492,50.64877292,49.58943093,48.53008894,47.47074695,46.41140496,45.35206297,44.29272098,43.23337898,42.17403699,41.114695,40.05535301,38.99601102,37.93666903,36.87732704,35.81798505,34.75864305,,,33.69930106,32.63995907,31.58061708,30.52127509,29.4619331,28.40259111,27.34324911,26.28390712,25.22456513
,81.75,,70.63636364,,77.15,,70.35636364,,70.25,,70.11636364,,63.35,,69.87636364,,56.45,,69.63636364,,49.55,,,56.35398347,55.28598347,54.21798347,53.14998347,52.08198347,51.01398347,49.94598347,48.87798347,47.80998347,46.74198347,45.67398347,44.60598347,43.53798347,42.46998347,41.40198347,40.33398347,39.26598347,38.19798347,37.12998347,36.06198347,34.99398347,,,33.92598347,32.85798347,31.78998347,30.72198347,29.65398347,28.58598347,27.51798347,26.44998347,25.38198347
,,,71.0969697,,,,70.8169697,,,,70.5769697,,,,70.3369697,,,,70.0969697,,,,,,,70.0269697,69.9649697,69.9029697,69.8409697,69.7789697,69.7169697,69.6549697,69.5929697,69.5309697,69.4689697,69.4069697,69.3449697,69.2829697,69.2209697,69.1589697,69.0969697,69.0349697,,,,,,,68.9729697,68.9109697,68.8489697,68.7869697,68.7249697,68.6629697,68.6009697
,,,71.55757576,,,,71.27757576,,,,71.03757576,,,,70.79757576,,,,70.55757576,,,,,,,70.48757576,70.42557576,70.36357576,70.30157576,70.23957576,70.17757576,70.11557576,70.05357576,69.99157576,69.92957576,69.86757576,69.80557576,69.74357576,69.68157576,69.61957576,69.55757576,69.49557576,,,,,,,69.43357576,69.37157576,69.30957576,69.24757576,69.18557576,69.12357576,69.06157576
data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
114.6666667,82.41666667,94.33333333,72.01818182,84.16666667,77.77857143,71.96666667,71.73818182,59.76666667,70.82142857,47.56666667,71.49818182,35.36666667,63.86428571,23.16666667,71.25818182,10.96666667,56.90714286,-1.233333333,71.01818182,-13.43333333,49.95,-25.63333333,7.253374741,3.289215133,-0.674944476,-4.639104084,-8.603263693,-12.5674233,-16.53158291,-20.49574252,-24.45990213,-28.42406174,-32.38822134,-36.35238095,-40.31654056,-44.28070017,-48.24485978,-52.20901939,-56.17317899,-60.1373386,-64.10149821,-68.06565782,-72.02981743,-75.99397704,-79.95813665,-83.92229625,-87.88645586,-91.85061547,-95.81477508,-99.77893469,-103.7430943,-107.7072539,-111.6714135,-115.6355731,-119.5997327
115.9238095,83.08333333,95.36190476,72.47878788,85.08095238,78.40714286,72.74380952,72.19878788,60.40666667,71.39285714,48.06952381,71.95878788,35.73238095,64.37857143,23.3952381,71.71878788,11.05809524,57.36428571,-1.279047619,71.47878788,-13.61619048,50.35,-25.95333333,7.206094485,3.198870695,-0.808353096,-4.815576887,-8.822800678,-12.83002447,-16.83724826,-20.84447205,-24.85169584,-28.85891963,-32.86614342,-36.87336721,-40.880591,-44.88781479,-48.89503858,-52.90226238,-56.90948617,-60.91670996,-64.92393375,-68.93115754,-72.93838133,-76.94560512,-80.95282891,-84.9600527,-88.96727649,-92.97450028,-96.98172407,-100.9889479,-104.9961717,-109.0033954,-113.0106192,-117.017843,-121.0250668
117.1809524,83.75,96.39047619,72.93939394,85.9952381,79.03571429,73.52095238,72.65939394,61.04666667,71.96428571,48.57238095,72.41939394,36.09809524,64.89285714,23.62380952,72.17939394,11.14952381,57.82142857,-1.324761905,71.93939394,-13.79904762,50.75,-26.27333333,7.158814229,3.108526256,-0.941761717,-4.992049689,-9.042337662,-13.09262564,-17.14291361,-21.19320158,-25.24348955,-29.29377753,-33.3440655,-37.39435347,-41.44464145,-45.49492942,-49.54521739,-53.59550536,-57.64579334,-61.69608131,-65.74636928,-69.79665726,-73.84694523,-77.8972332,-81.94752117,-85.99780915,-90.04809712,-94.09838509,-98.14867307,-102.198961,-106.249249,-110.299537,-114.349825,-118.4001129,-122.4504009
